aphia_id,species,sex,spatial_scale,ices_stock,ices_area,time_period,sample_size,l25_cm,l25_se_cm,l25_ci_lower_cm,l25_ci_upper_cm,l50_cm,l50_se_cm,l50_ci_lower_cm,l50_ci_upper_cm,l75_cm,l75_se_cm,l75_ci_lower_cm,l75_ci_upper_cm,model_auc,model_tjur_r2
126437,Melanogrammus aeglefinus,F,Global,NA,NA,2025-2029,7588,21.44,0.21,21.07,21.81,24.3,0.15,24.03,24.6,27.16,0.14,26.93,27.42,0.95,0.61
126445,Trisopterus luscus,M,Global,NA,NA,2025-2029,144,13.91,1.52,11.35,16.61,18.38,0.95,16.77,20.5,22.85,1.15,21.09,25.72,0.82,0.29
126445,Trisopterus luscus,F,Global,NA,NA,2025-2029,160,16.1,1.51,12.77,18.38,19.97,1.04,17.62,21.75,23.84,0.9,21.78,25.3,0.92,0.54
126975,Dicentrarchus labrax,F,Global,NA,NA,2025-2029,285,30.96,0.63,29.64,32.08,33.3,0.45,32.4,33.99,35.64,0.46,34.59,36.36,0.96,0.66
126438,Merlangius merlangus,M,Global,NA,NA,2005-2009,14431,14.27,0.12,14.02,14.47,18.27,0.08,18.1,18.42,22.26,0.1,22.09,22.46,0.86,0.38
126438,Merlangius merlangus,F,Global,NA,NA,2005-2009,15880,17.54,0.1,17.4,17.75,20.89,0.07,20.78,21.03,24.24,0.08,24.09,24.41,0.91,0.52
126822,Trachurus trachurus,F,Global,NA,NA,2005-2009,1692,17.67,0.24,17.25,18.13,19.93,0.15,19.67,20.22,22.19,0.17,21.87,22.5,0.88,0.4
126822,Trachurus trachurus,M,Global,NA,NA,2005-2009,1661,18.01,0.18,17.67,18.34,19.84,0.13,19.59,20.07,21.67,0.14,21.37,21.92,0.91,0.48
127259,Chelidonichthys cuculus,F,Global,NA,NA,2010-2014,112,17.25,0.9,15.94,19.56,19.62,0.8,18.48,21.59,21.99,0.83,20.53,23.62,0.92,0.5
127259,Chelidonichthys cuculus,M,Global,NA,NA,2010-2014,96,15.7,2.53,9.8,18.87,19.33,1.46,15.51,21.08,22.95,0.88,21.2,24.31,0.79,0.21
126445,Trisopterus luscus,M,Global,NA,NA,2010-2014,244,15.42,0.93,13.6,16.89,18.58,0.6,17.27,19.29,21.75,0.57,20.27,22.57,0.85,0.35
126445,Trisopterus luscus,F,Global,NA,NA,2010-2014,198,20.25,1,18.44,22.13,24.54,0.68,23.7,25.98,28.83,0.9,27.6,30.82,0.82,0.33
126437,Melanogrammus aeglefinus,M,Global,NA,NA,2005-2009,11305,18.03,0.11,17.83,18.25,20.75,0.08,20.61,20.86,23.46,0.1,23.28,23.65,0.94,0.57
126437,Melanogrammus aeglefinus,F,Global,NA,NA,2005-2009,12684,21.54,0.1,21.34,21.73,24.04,0.08,23.91,24.18,26.54,0.1,26.38,26.73,0.96,0.67
126438,Merlangius merlangus,F,Global,NA,NA,2000-2004,21727,19,0.08,18.87,19.16,22.4,0.06,22.3,22.5,25.8,0.07,25.67,25.94,0.9,0.49
126438,Merlangius merlangus,M,Global,NA,NA,2000-2004,19400,15.97,0.1,15.8,16.17,19.94,0.07,19.82,20.1,23.91,0.09,23.77,24.09,0.84,0.35
126444,Trisopterus esmarkii,F,Global,NA,NA,2000-2004,5519,12.25,0.08,12.06,12.39,14.53,0.06,14.44,14.66,16.82,0.09,16.69,17,0.82,0.31
126444,Trisopterus esmarkii,M,Global,NA,NA,2000-2004,4044,10.24,0.16,10.02,10.58,13.19,0.09,13.02,13.4,16.14,0.14,15.9,16.45,0.73,0.16
126437,Melanogrammus aeglefinus,M,Global,NA,NA,2000-2004,12887,18.73,0.09,18.56,18.91,21.23,0.06,21.12,21.36,23.72,0.08,23.6,23.9,0.94,0.59
126437,Melanogrammus aeglefinus,F,Global,NA,NA,2000-2004,14593,21.88,0.07,21.76,22.02,24.22,0.06,24.12,24.33,26.56,0.08,26.43,26.72,0.96,0.68
127023,Scomber scombrus,F,Global,NA,NA,2000-2004,866,23.51,0.33,22.83,24.09,25.4,0.22,24.97,25.77,27.3,0.19,26.94,27.62,0.92,0.46
127023,Scomber scombrus,M,Global,NA,NA,2000-2004,844,23.26,0.42,22.44,23.96,25.73,0.27,25.16,26.17,28.2,0.22,27.85,28.59,0.87,0.36
126441,Pollachius virens,M,Global,NA,NA,2000-2004,1461,38.56,0.45,37.61,39.36,43.4,0.32,42.86,44.02,48.23,0.37,47.6,49,0.88,0.4
126441,Pollachius virens,F,Global,NA,NA,2000-2004,1295,40.46,0.44,39.65,41.2,45.21,0.36,44.55,45.92,49.95,0.5,49.02,50.89,0.88,0.42
126822,Trachurus trachurus,F,Global,NA,NA,2000-2004,603,18.74,0.25,18.25,19.2,19.81,0.19,19.43,20.14,20.87,0.19,20.5,21.22,0.96,0.62
126822,Trachurus trachurus,M,Global,NA,NA,2000-2004,605,18.43,0.26,18.06,18.92,19.23,0.14,18.99,19.53,20.04,0.13,19.76,20.26,0.98,0.72
126444,Trisopterus esmarkii,M,Global,NA,NA,2005-2009,3383,9.08,0.16,8.73,9.34,12.04,0.1,11.81,12.2,14.99,0.11,14.79,15.21,0.76,0.19
126444,Trisopterus esmarkii,F,Global,NA,NA,2005-2009,4383,11.17,0.15,10.88,11.47,13.81,0.09,13.64,13.97,16.45,0.1,16.27,16.6,0.82,0.3
127023,Scomber scombrus,M,Global,NA,NA,2005-2009,4478,24.37,0.11,24.15,24.59,26.34,0.08,26.2,26.51,28.31,0.1,28.12,28.5,0.92,0.55
127023,Scomber scombrus,F,Global,NA,NA,2005-2009,4523,23.87,0.1,23.69,24.1,25.63,0.08,25.49,25.78,27.39,0.08,27.23,27.53,0.94,0.59
126441,Pollachius virens,F,Global,NA,NA,2005-2009,1318,38.8,0.56,37.57,39.81,44.24,0.41,43.4,44.92,49.67,0.47,48.78,50.72,0.87,0.36
126441,Pollachius virens,M,Global,NA,NA,2005-2009,1620,38.74,0.57,37.67,39.75,43.89,0.37,43.17,44.6,49.04,0.36,48.34,49.64,0.89,0.41
126555,Lophius piscatorius,M,Global,NA,NA,2005-2009,421,43.08,0.86,41.6,44.88,46.59,0.9,44.89,48.42,50.1,1.11,48.23,52.2,0.99,0.8
126555,Lophius piscatorius,F,Global,NA,NA,2005-2009,367,57.79,2.18,54.48,62.93,68.66,2.92,63.73,74.72,79.53,4.02,72.57,87.5,0.96,0.55
126445,Trisopterus luscus,F,Global,NA,NA,2005-2009,136,20.53,1.14,18.29,22.61,24.12,0.78,22.64,25.58,27.71,0.92,26.04,29.46,0.89,0.46
126445,Trisopterus luscus,M,Global,NA,NA,2005-2009,211,15.89,1.22,12.97,17.59,19.73,0.73,18.34,20.95,23.57,0.56,22.68,24.76,0.82,0.27
126444,Trisopterus esmarkii,M,Global,NA,NA,2010-2014,3192,6.03,0.46,5.09,6.84,10.29,0.22,9.82,10.66,14.55,0.19,14.17,14.91,0.69,0.09
126444,Trisopterus esmarkii,F,Global,NA,NA,2010-2014,4248,9.93,0.19,9.57,10.27,12.97,0.12,12.78,13.19,16.01,0.14,15.74,16.31,0.78,0.23
126822,Trachurus trachurus,M,Global,NA,NA,2010-2014,2003,18.82,0.14,18.55,19.06,20.41,0.1,20.23,20.59,22,0.15,21.73,22.29,0.95,0.59
126822,Trachurus trachurus,F,Global,NA,NA,2010-2014,2054,18.82,0.15,18.55,19.07,20.33,0.11,20.09,20.52,21.84,0.13,21.57,22.1,0.95,0.6
150637,Eutrigla gurnardus,M,Global,NA,NA,2010-2014,598,13.16,0.93,11.04,14.54,16,0.59,14.74,16.89,18.84,0.36,18.18,19.45,0.85,0.28
150637,Eutrigla gurnardus,F,Global,NA,NA,2010-2014,775,16.12,0.73,14.25,17.16,17.55,0.48,16.36,18.26,18.99,0.32,18.3,19.54,0.96,0.39
127023,Scomber scombrus,M,Global,NA,NA,2010-2014,3206,24.24,0.12,23.98,24.41,26.31,0.1,26.07,26.49,28.38,0.12,28.11,28.6,0.93,0.58
127023,Scomber scombrus,F,Global,NA,NA,2010-2014,3184,23.34,0.14,23.1,23.65,25.54,0.11,25.33,25.73,27.73,0.12,27.46,27.94,0.92,0.53
126444,Trisopterus esmarkii,M,Global,NA,NA,2015-2019,3196,8.91,0.13,8.66,9.14,11.06,0.08,10.91,11.22,13.2,0.1,13.01,13.42,0.81,0.26
126444,Trisopterus esmarkii,F,Global,NA,NA,2015-2019,4777,10.98,0.09,10.79,11.15,12.96,0.07,12.83,13.05,14.93,0.09,14.75,15.08,0.86,0.4
150637,Eutrigla gurnardus,F,Global,NA,NA,2015-2019,1228,12.76,0.5,11.66,13.66,15.16,0.32,14.47,15.78,17.56,0.24,17.16,18,0.91,0.34
150637,Eutrigla gurnardus,M,Global,NA,NA,2015-2019,912,12.26,0.71,10.67,13.38,14.82,0.48,13.77,15.55,17.37,0.31,16.82,17.91,0.87,0.25
150637,Eutrigla gurnardus,M,Global,NA,NA,2020-2024,647,9.81,1.62,5.68,11.89,14.19,0.89,12.09,15.26,18.57,0.39,17.76,19.23,0.77,0.19
150637,Eutrigla gurnardus,F,Global,NA,NA,2020-2024,785,13.58,0.49,12.54,14.38,15.55,0.33,14.98,16.08,17.51,0.29,17.02,17.99,0.92,0.45
126439,Micromesistius poutassou,F,Global,NA,NA,2020-2024,939,20.77,0.34,20.13,21.35,23.54,0.23,23.08,23.93,26.32,0.24,25.8,26.76,0.81,0.27
126822,Trachurus trachurus,M,Global,NA,NA,2020-2024,1078,16.05,0.23,15.6,16.44,17.64,0.16,17.35,17.93,19.23,0.25,18.76,19.71,0.96,0.68
126822,Trachurus trachurus,F,Global,NA,NA,2020-2024,1016,16.21,0.2,15.81,16.55,17.67,0.15,17.37,17.94,19.13,0.17,18.81,19.44,0.96,0.67
126441,Pollachius virens,F,Global,NA,NA,2025-2029,565,43.53,0.55,42.63,44.71,49.64,0.65,48.73,50.78,55.75,1.13,53.99,58.17,0.82,0.32
150637,Eutrigla gurnardus,M,Global,NA,NA,2025-2029,189,11.53,1.61,8.09,13.77,14.97,1,12.84,16.57,18.41,0.75,16.94,19.71,0.82,0.26
150637,Eutrigla gurnardus,F,Global,NA,NA,2025-2029,262,13.63,1.35,10.31,15.33,15.93,0.84,13.75,16.99,18.22,0.58,16.81,19.1,0.9,0.37
126751,Ammodytes marinus,M,Global,NA,NA,2010-2014,1042,9.5,0.14,9.26,9.78,10.41,0.09,10.28,10.58,11.32,0.09,11.17,11.52,0.92,0.39
126751,Ammodytes marinus,F,Global,NA,NA,2010-2014,1655,11.01,0.07,10.87,11.14,11.74,0.06,11.62,11.87,12.47,0.09,12.31,12.64,0.96,0.68
126751,Ammodytes marinus,F,Global,NA,NA,2015-2019,4593,9.51,0.07,9.4,9.65,10.85,0.05,10.77,10.96,12.2,0.06,12.08,12.3,0.86,0.34
126751,Ammodytes marinus,M,Global,NA,NA,2015-2019,4142,8.39,0.13,8.11,8.6,9.73,0.08,9.55,9.86,11.06,0.06,10.93,11.16,0.86,0.25
126751,Ammodytes marinus,F,Global,NA,NA,2020-2024,4751,9.29,0.07,9.14,9.39,10.34,0.05,10.24,10.41,11.38,0.05,11.3,11.47,0.9,0.41
126484,Merluccius merluccius,M,Global,NA,NA,2000-2004,2773,26.12,0.21,25.7,26.51,30.72,0.22,30.36,31.17,35.32,0.35,34.79,36.09,0.84,0.34
126484,Merluccius merluccius,F,Global,NA,NA,2000-2004,2717,37.8,0.39,37.01,38.58,44.25,0.6,43.2,45.38,50.69,0.91,49.21,52.5,0.86,0.28
126439,Micromesistius poutassou,M,Global,NA,NA,2000-2004,330,17.41,0.2,16.9,17.75,18.16,0.14,17.89,18.38,18.9,0.24,18.5,19.48,0.96,0.69
126439,Micromesistius poutassou,F,Global,NA,NA,2000-2004,384,17.63,0.15,17.32,17.9,18.14,0.13,17.89,18.39,18.65,0.14,18.38,18.91,0.99,0.79
126439,Micromesistius poutassou,M,Global,NA,NA,2005-2009,1299,19.82,0.13,19.6,20.07,21.14,0.12,20.96,21.37,22.46,0.16,22.17,22.76,0.95,0.64
126439,Micromesistius poutassou,F,Global,NA,NA,2005-2009,1399,20.08,0.18,19.78,20.46,22.33,0.17,22.01,22.65,24.58,0.22,24.13,24.97,0.89,0.45
126439,Micromesistius poutassou,M,Global,NA,NA,2010-2014,1321,18.41,0.12,18.19,18.66,19.59,0.09,19.41,19.76,20.76,0.09,20.58,20.95,0.94,0.63
126439,Micromesistius poutassou,F,Global,NA,NA,2010-2014,1571,18.43,0.12,18.16,18.65,19.72,0.08,19.56,19.87,21.01,0.1,20.79,21.19,0.94,0.64
126822,Trachurus trachurus,M,Global,NA,NA,2015-2019,1405,17.98,0.17,17.64,18.34,19.67,0.15,19.37,19.97,21.36,0.18,21.04,21.7,0.96,0.67
126822,Trachurus trachurus,F,Global,NA,NA,2015-2019,1563,17.2,0.16,16.92,17.51,19.22,0.14,19,19.5,21.24,0.2,20.92,21.61,0.94,0.59
126439,Micromesistius poutassou,M,Global,NA,NA,2015-2019,1103,17.84,0.15,17.54,18.11,19.84,0.14,19.55,20.09,21.84,0.24,21.44,22.37,0.83,0.31
126439,Micromesistius poutassou,F,Global,NA,NA,2015-2019,1216,17.17,0.16,16.87,17.43,19.08,0.12,18.89,19.31,20.98,0.19,20.66,21.34,0.84,0.34
126439,Micromesistius poutassou,M,Global,NA,NA,2020-2024,603,16.74,0.59,15.6,17.8,18.46,0.41,17.67,19.22,20.18,0.26,19.61,20.67,0.89,0.4
127145,Lepidorhombus boscii,F,Global,NA,NA,2000-2004,540,19.3,0.4,18.45,20.01,19.95,0.2,19.46,20.23,20.59,0.17,20.1,20.82,1,0.91
127145,Lepidorhombus boscii,F,Global,NA,NA,2005-2009,762,18.17,0.27,17.67,18.73,19.02,0.18,18.68,19.29,19.86,0.18,19.5,20.2,0.99,0.83
127145,Lepidorhombus boscii,M,Global,NA,NA,2005-2009,262,18.13,0.11,17.78,18.24,18.41,0.14,18.09,18.51,18.68,0.26,18.14,18.9,1,0.94
127145,Lepidorhombus boscii,F,Global,NA,NA,2010-2014,1484,18.66,0.28,18.21,19.21,19.51,0.17,19.26,19.84,20.37,0.12,20.14,20.6,0.99,0.84
127145,Lepidorhombus boscii,M,Global,NA,NA,2010-2014,711,18.24,0.09,18.05,18.34,18.52,0.04,18.47,18.58,18.8,0.12,18.62,19.03,1,0.95
127251,Helicolenus dactylopterus,F,Global,NA,NA,2015-2019,399,32.68,1.1,31.15,35.09,36.64,1.63,34.17,40.18,40.61,2.23,36.91,45.3,0.9,0.19
127145,Lepidorhombus boscii,M,Global,NA,NA,2015-2019,660,18.06,0.1,17.78,18.13,18.3,0.05,18.18,18.37,18.54,0.06,18.48,18.71,1,0.95
127145,Lepidorhombus boscii,F,Global,NA,NA,2015-2019,1492,17.96,0.21,17.52,18.34,18.94,0.15,18.59,19.18,19.93,0.13,19.65,20.11,0.99,0.82
127251,Helicolenus dactylopterus,F,Global,NA,NA,2020-2024,243,27.89,1.45,25.83,31.04,34.36,2.4,31.06,39,40.83,3.62,35.58,48.25,0.81,0.15
127251,Helicolenus dactylopterus,M,Global,NA,NA,2020-2024,410,21.28,0.58,20.25,22.37,25.92,0.58,24.75,27.15,30.56,0.85,28.95,31.98,0.88,0.44
127145,Lepidorhombus boscii,F,Global,NA,NA,2020-2024,1194,14.86,0.51,13.97,15.78,19.75,0.33,19.16,20.49,24.64,0.37,23.83,25.35,0.79,0.31
126822,Trachurus trachurus,M,Global,NA,NA,2025-2029,94,24.1,1.99,21.91,29.18,26.19,2.16,22.63,30.37,28.29,2.51,23.11,31.57,1,0.92
126822,Trachurus trachurus,F,Global,NA,NA,2025-2029,77,22.1,1.19,19.71,24.3,25.85,1.34,23.34,28.44,29.61,1.91,26.43,32.86,0.86,0.64
127146,Lepidorhombus whiffiagonis,F,Global,NA,NA,2005-2009,405,22.34,0.52,21.29,23.42,23.29,0.35,22.53,23.96,24.25,0.24,23.64,24.61,0.99,0.82
127146,Lepidorhombus whiffiagonis,M,Global,NA,NA,2005-2009,122,17.95,0.41,17.21,18.85,18.9,0.31,18.3,19.44,19.84,0.47,18.95,20.69,0.97,0.77
126436,Gadus morhua,Combined,Stock,Gadus_morhua_cod.27.24-32,NA,2000-2004,24128,21.69,0.17,21.37,22.02,29.66,0.12,29.44,29.91,37.64,0.15,37.37,37.97,0.86,0.37
126436,Gadus morhua,Combined,Stock,Gadus_morhua_cod.27.22-24,NA,2000-2004,5881,19.52,0.38,18.82,20.25,26.41,0.21,26.04,26.81,33.3,0.35,32.73,33.98,0.89,0.44
126436,Gadus morhua,Combined,Stock,Gadus_morhua_cod.27.46a7d20,NA,2000-2004,12252,36.69,0.25,36.22,37.19,46.13,0.28,45.57,46.64,55.56,0.4,54.69,56.16,0.9,0.46
126436,Gadus morhua,Combined,Stock,Gadus_morhua_cod.27.21,NA,2000-2004,3944,25.62,0.34,25.11,26.39,33.05,0.3,32.46,33.66,40.48,0.42,39.67,41.29,0.88,0.44
127141,Platichthys flesus,Combined,Stock,Platichthys_flesus_bzq.27.2425,NA,2000-2004,3251,12.7,0.8,10.92,13.79,14.24,0.52,13.06,14.95,15.79,0.28,15.16,16.18,0.96,0.39
126417,Clupea harengus,Combined,Stock,Clupea_harengus_her.27.20-24,NA,2000-2004,8360,21.16,0.08,21.02,21.31,23.33,0.08,23.19,23.46,25.49,0.1,25.29,25.71,0.91,0.46
127141,Platichthys flesus,Combined,Stock,Platichthys_flesus_bwp.27.2729-32,NA,2000-2004,166,15.16,0.72,13.79,16.34,17.05,0.53,15.82,17.98,18.95,0.49,17.8,20.01,0.92,0.43
127143,Pleuronectes platessa,Combined,Stock,Pleuronectes_platessa_ple.27.21-32,NA,2000-2004,4930,11.28,0.34,10.64,11.99,15.64,0.21,15.22,16.04,20,0.15,19.68,20.28,0.81,0.22
126417,Clupea harengus,Combined,Stock,Clupea_harengus_her.27.25-2932,NA,2000-2004,3682,12.79,0.31,12.19,13.35,17.67,0.16,17.33,17.99,22.54,0.28,21.96,23.13,0.73,0.17
126425,Sprattus sprattus,Combined,Stock,Sprattus_sprattus_spr.27.22-32,NA,2000-2004,717,8.9,0.2,8.52,9.26,10.41,0.13,10.16,10.63,11.91,0.14,11.65,12.14,0.83,0.32
